0	0
41848	0
69379	0
72646	0
75514	0
93583	0
1	1
132018	1
132466	1
133370	1
134367	1
134746	1
135728	1
135791	1
136051	1
136141	1
136147	1
136352	1
136379	1
2	2
36744	2
36928	2
76097	2
76654	2
133638	2
136849	2
3	3
133072	3
133393	3
134025	3
135659	3
136097	3
136449	3
193959	3
4	4
39689	4
70862	4
81361	4
137597	4
5	5
13005	5
42462	5
44112	5
52088	5
52252	5
56786	5
58527	5
66901	5
77574	5
81062	5
81149	5
89040	5
6	6
20988	6
64670	6
7	7
8108	7
31548	7
155837	7
156121	7
156266	7
190547	7
8	8
108835	8
112358	8
9	9
40692	9
40977	9
45099	9
48726	9
53673	9
63819	9
78311	9
96866	9
10	10
48913	10
50329	10
61560	10
76751	10
80014	10
137666	10
177077	10
181850	10
182499	10
189301	10
11	11
46394	11
54650	11
64059	11
88155	11
12	12
131310	12
132390	12
132476	12
132513	12
132834	12
132990	12
134123	12
134421	12
135055	12
136397	12
136681	12
136807	12
137143	12
137181	12
13	13
13174	13
24785	13
54231	13
56558	13
76356	13
82359	13
88435	13
88644	13
96066	13
99807	13
100703	13
14	14
13560	14
17103	14
24781	14
52212	14
82281	14
92363	14
15	15
70719	15
71905	15
76668	15
81073	15
81749	15
82182	15
82321	15
86846	15
89800	15
97359	15
16	16
34325	16
78000	16
97757	16
119456	16
198803	16
17	17
168549	17
172855	17
18	18
11981	18
14495	18
15953	18
34970	18
49564	18
50648	18
56166	18
121522	18
121956	18
122125	18
123049	18
123085	18
123137	18
123140	18
123880	18
124655	18
124836	18
125049	18
125198	18
125468	18
125600	18
126027	18
126130	18
126928	18
128696	18
129153	18
130587	18
187435	18
188605	18
19	19
76475	19
80381	19
80778	19
100457	19
20	20
32589	20
21	21
10123	21
122747	21
122875	21
123538	21
124035	21
124191	21
125916	21
126981	21
130575	21
191709	21
22	22
53757	22
54844	22
74885	22
76271	22
23	23
26963	23
26964	23
45350	23
55179	23
58630	23
60934	23
68525	23
74429	23
74567	23
80245	23
85739	23
87706	23
90931	23
93887	23
94757	23
97149	23
24	24
71681	24
80591	24
85628	24
86254	24
25	25
26	26
66036	26
130927	26
131229	26
131771	26
132064	26
132150	26
132175	26
132749	26
133930	26
134034	26
136069	26
136282	26
136297	26
27	27
158152	27
158411	27
158887	27
159236	27
159453	27
159472	27
159686	27
159867	27
159988	27
160211	27
160271	27
160444	27
160493	27
160581	27
28	28
5216	28
37846	28
38062	28
38103	28
48469	28
57336	28
62282	28
29	29
27653	29
52570	29
138587	29
138931	29
138992	29
141061	29
30	30
36230	30
43081	30
45404	30
50367	30
52663	30
57690	30
59264	30
60658	30
71360	30
74860	30
78067	30
83303	30
91213	30
93837	30
131307	30
189204	30
31	31
69988	31
93393	31
180307	31
32	32
63618	32
157621	32
157633	32
157876	32
159294	32
159553	32
159744	32
159980	32
160541	32
33	33
114490	33
34	34
151703	34
153017	34
153807	34
35	35
13136	35
36160	35
36194	35
52098	35
52320	35
52773	35
67004	35
68596	35
69513	35
82438	35
83628	35
95680	35
95836	35
97894	35
183205	35
186611	35
191749	35
36	36
166818	36
168423	36
168634	36
172571	36
37	37
16564	37
101935	37
102068	37
102125	37
103145	37
103147	37
103205	37
103857	37
104082	37
104187	37
104275	37
104363	37
106916	37
106980	37
109017	37
109405	37
109636	37
109858	37
109943	37
110156	37
110360	37
111409	37
113096	37
113180	37
188132	37
194858	37
195124	37
38	38
35622	38
176816	38
178292	38
39	39
15382	39
31460	39
147777	39
148148	39
164844	39
40	40
10213	40
49766	40
66615	40
74681	40
75623	40
76357	40
76634	40
82745	40
41	41
150342	41
150622	41
151844	41
153370	41
153474	41
153718	41
154828	41
154969	41
156907	41
42	42
154141	42
